ID de cita,Títol,Descripció,Data,Adreça,Districte,Categoria,Subcategoria,Assistents,Propostes,Intervencions,URL
203,Model oci del districte,"Com consensuar, activitat econòmica, dret a l'oci amb el descans dels veïns. Espai de trobada entre tots els actors implicats per a posar en comú les necessitats i propostes per a una convivència satisfactòria, tot coneixent, intercanviant i escoltant els diversos punts de vista dels agents. ",31/03/2016,"Plaça de Cardona, 1, 08006 Barcelona, Barcelona, España",Sarrià - Sant Gervasi,Bon viure,Convivència i seguretat,17,12,40,https://decidim.barcelona/meetings/model-oci-del-districte
416,Dones diverses,"Primer debat obert a Ciutat Vella sobre dones i diversitat funcional, dones i salut mental, dones i diversitat sexual, dones i immigració... Un espai per pensar i proposar.",11/03/2016,"Carrer de la Reina Amàlia, 31, 08001 Barcelona, Espanya",Ciutat Vella,Bon viure,Equitat de gènere i diversitat sexual,38,28,70,https://decidim.barcelona/meetings/dones-diverses
205,Barcelona Ciutat Refugi a cada barri de la ciutat!,Districte acollidor i que vol participar activament en el projecte de Barcelona - Ciutat Refugi. L'objectiu és generar un espai de debat per a donar a conèixer el Pla Ciutat Refugi a nivell de districte i per tal de recollir totes aquelles propostes i iniciatives que puguin ser incorporades al PAD en aquesta matèria.,17/03/2016,"Carrer de Marmellà, 13-27, Barcelona, Espanya",Sarrià - Sant Gervasi,Justícia global,Ciutat d’acollida,5,10,15,https://decidim.barcelona/meetings/districte-acollidor-refugiats
206,Pla d'Habitatge de Barcelona: Necessitats d'habitatge a Sarrià Sant Gervasi,Apoderament i diagnosi del districte en el Pla d'Habitatge de Barcelona,07/03/2016,"Biblioteca Clara, Carrer del Doctor Carulla, Barcelona, Espanya",Sarrià - Sant Gervasi,Bon viure,Habitatge,3,3,12,https://decidim.barcelona/meetings/necessitats-d-habitatge-a-sarria-sant-gervasi
207,Envelliment digne,"Debatre sobre la condició de fer-se gran i com dignificar aquesta fase de la vida, tot posant en comú aquelles necessitats, reivindicacions i idees que poden contribuir a la millora de la qualitat de vida d’aquest segment de la població",08/03/2016,"Jardins d'Enric Sagnier,, 08006 Barcelona, España",Sarrià - Sant Gervasi,Bon viure,Cicles de vida ,2,0,0,https://decidim.barcelona/meetings/envelliment-actiu-ef84b510-4556-4a6f-89b7-0694e03635b4
211,Som joves!,"Apostem per la co-producció de la política pública de joventut al districte, atenent a les necessitats específiques d'aquest col·lectiu. Treballarem temes com associacionisme, participació, ús de l'espai públic,equipaments, etc.",17/03/2016,"Calle Dolors Masferrer I Bosch, 33 -35, 08028 Barcelona, Barcelona, Espanya",Les Corts,Bon viure,Cicles de vida ,16,17,4,https://decidim.barcelona/meetings/equipaments-per-a-joves
212,Priorització de propostes pel PHB del districte de Sarrià -Sant Gervasi ,,05/04/2016,"Centre Civic L'Electric, Barcelona, España",Sarrià - Sant Gervasi,Bon viure,Habitatge,4,10,20,https://decidim.barcelona/meetings/prioritzacio-de-propostes-pel-phb-del-districte-de-sarria-sant-gervasi
426,Pla Estratègic de Mercats de Barcelona,grup tancat,15/03/2016,"Carrer de los Castillejos, 158, Barcelona, Espanya",,Economia plural,Desenvolupament i economia de proximitat,28,13,38,https://decidim.barcelona/meetings/pla-estrategic-de-mercats-de-barcelona
345,La Sanitat a Barcelona: la visió dels professionals,Com millorar la qualitat i equitat de la sanitat a la ciutat? En aquesta sessió escoltarem les propostes de les persones treballadores de la xarxa sanitària pública.,09/03/2016,"Plaça de Salvador Riera, 2, 08041 Barcelona, Barcelona, Espanya",,Bon viure,Sanitat i salut,9,8,20,https://decidim.barcelona/meetings/la-sanitat-a-barcelona-la-visio-dels-professionals
220,Apoderament i diagnosi del districte en el Pla d'Habitatge de Barcelona (PHB),,17/03/2016,"Carrer del Comte d'Urgell, 145, 08036 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Habitatge,6,5,20,https://decidim.barcelona/meetings/empoderament-i-diagnosi-del-districte-en-el-pla-d-habitatge-de-barcelona-phb
222,Mapa escolar i matriculació al districte de l'Eixample,"Manca de places, escola pública vs escola concertada, ratios, equipaments... Sessió del Consell Escolar Municipal del Districte
",30/03/2016,"Av. Diagonal, 275, 08013 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Educació i coneixement ,18,9,10,https://decidim.barcelona/meetings/mapa-escolar-i-matriculacio
225,Debat Pla d'Actuació del Districte en el  Consell de Barri Sagrada Família,,08/02/2016,"Carrer de Padilla, 210, 08013 Barcelona, Barcelona, Espanya",Eixample,Transició ecològica,Urbanisme per als barris,,0,,https://decidim.barcelona/meetings/debat-pla-d-actuacio-del-districte-en-el-consell-de-barri-sagrada-familia
226,Envelliment actiu,"Gent gran activa, participativa, propositiva, Sortim dels casals,",16/03/2016,"Carrer d'Aragó, 311, 08009 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Cicles de vida ,19,8,15,https://decidim.barcelona/meetings/envelliment-actiu-420faa46-41bf-4778-a7a1-ae2609ddc9e1
228,Envelliment actiu,"Model d'espai de gent gran, model de gestió, superem els límits físics de l'espai…",16/02/2016,"Carrer d'Enric Granados, 47, Barcelona, Espanya",Eixample,Bon viure,Cicles de vida ,25,3,10,https://decidim.barcelona/meetings/envelliment-actiu-8cbf9e1c-215f-49bd-919d-119f826385fe
242,Priorització de propostes Pla d'Habitatge de Barcelona (PHB) pel districte,"Necessitats i possibilitats en un districte tan dens com l'eixample. Opcions, nova construcció, recerca,, rehabilitació, pisos buits.",29/03/2016,"Plaça Fort Pienc, 4, 08013 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Habitatge,6,16,24,https://decidim.barcelona/meetings/prioritzacio-de-propostes-pla-d-habitatge-de-barcelona-phb-pel-districte
233,Noves tecnologies i serveis municipals,Necessitats i possibilitats dels punts multimèdia. Quines són les necessitats del ciutadanes de bcn envers les noves tecnologies? Què demanen al govern municipal en aquest camp? Per a quina finalitat els punts multimèdia? Wifi ciutadà? Ajuts ? etc,06/04/2016,"Carrer de Muntadas, 5, 08014 Barcelona, Espanya",Sants Montjuïc,Bon viure,Cicles de vida ,15,13,35,https://decidim.barcelona/meetings/noves-tecnologies-i-serveis-municipals-b80f1605-c267-4c5e-9357-72470159b26a
236,Oportunitats per les dones migrades,Debats: Dones migrades de Llatino-Amèrica.,29/02/2016,"Carrer de la Concòrdia, 33 3, Barcelona, España",Sants Montjuïc,Bon viure,"Migració, interculturalitat i discriminació zero",5,19,4,https://decidim.barcelona/meetings/oportunitats-per-les-dones-migrades
237,Oportunitats per les dones migrades,Debats: Dones migrades de Llatino-Amèrica i dones migrades de Pakistan i Índia,03/03/2016,"Carrer de la Concòrdia, 33, Barcelona, Espanya",Sants Montjuïc,Bon viure,"Migració, interculturalitat i discriminació zero",13,9,32,https://decidim.barcelona/meetings/oportunitats-per-les-dones-migrades-e63fb35a-b874-4f20-9eaa-147e68ed9cec
239,Superilles- Espai Públic,Partint del retorn del debat de superilla a l'Esquerra de l'Eixample debatre com concretar-la. Eix Consell de Cent,04/04/2016,"Carrer de la Diputació, 15, Barcelona, Espanya",Eixample,Transició ecològica,Medi ambient i espai públic,25,15,20,https://decidim.barcelona/meetings/superilles-espai-public
240,Barcelona Ciutat Refugi i oberta al món,,22/03/2016,"Plaça Fort Pienc, 4, 08013 Barcelona, Barcelona, Espanya",Eixample,Justícia global,Ciutat d’acollida,18,8,10,https://decidim.barcelona/meetings/barcelona-ciutat-refugi-i-oberta-al-mon
241,Barris acollidors,Participació de les persones usuàries del Grup Sociolaboral de l'entitat Bona Voluntat en Acció per a que aquestes persones s'involucrin en la política del districte.,25/02/2016,"Passeig de Montjuïc, 70, Barcelona, Espanya",Sants Montjuïc,Bon viure,"Migració, interculturalitat i discriminació zero",25,4,,https://decidim.barcelona/meetings/barris-acollidors
243,Barris acollidors,,17/03/2016,"Carrer de la Creu Coberta, 104, Barcelona, Espanya",Sants Montjuïc,Bon viure,"Migració, interculturalitat i discriminació zero",5,19,25,https://decidim.barcelona/meetings/barris-acollidors-40f276cb-c90f-49d8-8334-781d79f8b9ab
244,Debat amb infants de 3 a 12 anys  i familiars moderat per Titelles,"Com veieu els carrers i ciutats?
Amb els Titelles de l'Estenedor parlarem del Barri i el nostre entorn.",02/04/2016,"Carrer de València, 302, 08009 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Cicles de vida ,22,0,12,https://decidim.barcelona/meetings/debat-amb-infants-de-3-a-12-anys-i-familiars-moderat-per-titelles
246,Superilles- Espai Públic,Jornada de dinamització i conscienciació de l'Eix Consell de Cent,02/04/2016,"Carrer del Consell de Cent, 149, Barcelona, Espanya",Eixample,Transició ecològica,Medi ambient i espai públic,45,0,45,https://decidim.barcelona/meetings/superilles-espai-public-95a0cd30-4fb2-4603-84ce-8a032023d863
247,Cultura Popular i Tradicional,"Polítiques Culturals.El carrer com espai  de cultura. Dinamització i gestió.
Matí d'encontre de entitats de Cultura Polpular (Geganters, Capsgrossos, Castellers, Bestiari, Bastoners...)",20/03/2016,"Carrer de la Marina, 253, 08013 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Cultura,50,7,26,https://decidim.barcelona/meetings/cultura-popular-i-tradicional
249,Estratègies per l'èxit escolar,Compartir i reforçar estrategies de desgüetització d'escoles del barri.,03/03/2016,"Serveis Educatius, Carrer d'Olzinelles, 73, 08014 Barcelona, Barcelona, Espanya",Sants Montjuïc,Bon viure,Educació i coneixement ,23,17,50,https://decidim.barcelona/meetings/estrategies-per-l-exit-escolar
276,El model de superilles,,01/04/2016,"Carrer de Baltasar Gracián, 24, Barcelona, Espanya",Nou Barris,Transició ecològica,Mobilitat sostenible,1,0,0,https://decidim.barcelona/meetings/el-model-de-superilles
250,Temps de lleure,,05/03/2016,"Carrer de Palaudàries, 23, 08004 Barcelona, Barcelona, Espanya",Sants Montjuïc,Bon viure,Educació i coneixement ,5,6,13,https://decidim.barcelona/meetings/temps-de-lleure
251,Quina escola vols?,"Alumnes Integrassons12@16 i alumnes d'instituts del Poble-sec.
Debat tancat",16/03/2016,"Carrer d'Albareda, 22, 08004 Barcelona, Barcelona, Espanya",Sants Montjuïc,Bon viure,Educació i coneixement ,20,9,80,https://decidim.barcelona/meetings/quina-escola-vols
253,Una altra economia és possible als barris de La Marina i Poble Sec? ,Plans de desenvolupament econòmic de proximitat ,18/02/2016,"Plaça del Sortidor, 12, 08004 Barcelona, Barcelona, Espanya",Sants Montjuïc,Economia plural,"Economia cooperativa, social i solidària",21,17,70,https://decidim.barcelona/meetings/una-altra-economia-es-possible-als-barris-de-la-marina-i-poble-sec
255,Envelliment Actiu,,17/02/2016,"Carrer de Sants, 79, 08014 Barcelona, Barcelona, Espanya",Sants Montjuïc,Bon viure,Cicles de vida ,40,17,80,https://decidim.barcelona/meetings/envelliment-actiu-21834529-57b2-4a9e-adad-2ee079a9da33
259,"Col·lectiu gitano: ocupació, habitatge, convivència,...","Col·lectiu gitano.
L'ús intensiu de places i la convivència amb el conjunt de veïns i veïnes de l'entorn. Els problemes de l'habitatge i la pobresa energètica. La manca de formació i d'ocupació.
Debat tancat",21/03/2016,"Carrer de la Torre d'En Damians, 20, 08014 Barcelona, Barcelona, España",Sants Montjuïc,Bon viure,Justícia social,14,10,60,https://decidim.barcelona/meetings/espai-public-ocupacio-vivenda
287,Taller-debat del Pla d'Actuació Municipal (PAM),El Consell de Ciutat i el Consell Municipal d'Entitats de Barcelona debaten sobre les propostes  i el seguiment  del procés participatiu del Pla d'Actuació Municipal (PAM),22/02/2016,"Passeig de Sant Joan, 108, Barcelona, Espanya",,Bon govern,Participació ciutadana,31,0,160,https://decidim.barcelona/meetings/taller-debat-del-pla-d-actuacio-municipal-pam
260,Pràctica esportiva a l'espai públic,"Com augmentar la pràctica esportiva al carrer? Quins espais i equipaments necessitem?
Debat obert",14/03/2016,"Carrer de Muntadas, 5, Barcelona, Espanya",Sants Montjuïc,Bon viure,Esports,17,9,30,https://decidim.barcelona/meetings/xarxa-comunitaria
265,Innovació pedagògica,,02/03/2016,"Carrer de la Creu Coberta, 104, 08014 Barcelona, Barcelona, Espanya",Sants Montjuïc,Bon viure,Educació i coneixement ,17,27,35,https://decidim.barcelona/meetings/innovacio-pedagogica-b08e96ba-36dd-433d-8da0-a9267978e3c8
266,Patrimoni i memòria dels barris,Els barris del districte són rics en història i en memòria. Com salvaguardem aquest patrimoni?,01/03/2016,"Plaça de Salvador Riera, 2, 08041 Barcelona, Barcelona, Espanya",Horta - Guinardó,Transició ecològica,Medi ambient i espai públic,,13,,https://decidim.barcelona/meetings/patrimoni-i-memoria-dels-barris
267,Mobilitat i accessibilitat. Voreres o vehicles?,L'orografia del Districte d'Horta-Guinardó fa que el debat sobre com ens movem les veïnes i veïns sigui especialment rellevant. Cal cercar solucions per garantir el dret a la mobilitat de totes les persones i caldrà fer-ho treballant entre tots i totes.,16/03/2016,"Carrer d'Arenys, 75, 08035 Barcelona, Barcelona, Espanya",Horta - Guinardó,Transició ecològica,Mobilitat sostenible,12,4,5,https://decidim.barcelona/meetings/mobilitat-i-accessibilitat-voreres-o-vehicles
314,Les dones a Ciutat Vella,Detectem necessitats i problemes i proposem solucions,15/03/2016,"Plaça del Bonsuccés, 3, Barcelona, Espanya",Ciutat Vella,Bon viure,Equitat de gènere i diversitat sexual,31,23,15,https://decidim.barcelona/meetings/les-dones-a-ciutat-vella
315,Què volen els joves de Ciutat Vella,,17/03/2016,"Carrer de Sant Pere Més Baix, 55, Barcelona, Espanya",Ciutat Vella,Bon viure,Cicles de vida ,67,25,80,https://decidim.barcelona/meetings/que-volen-els-joves-de-ciutat-vella
268,Revisió del Pla d'Equipaments del Districte,Horta-Guinardó va aprovar l'any 2006 un Pla d'Equipaments fruït d'un procés participatiu veïnal. Aquest pla és vigent fins al 2020 i cal actualitzar i revisar la planificació feta aleshores.,10/03/2016,"Ronda del Guinardó, 49, Barcelona, Espanya",Horta - Guinardó,Bon govern,Acció comunitària,25,4,50,https://decidim.barcelona/meetings/revisio-del-pla-d-equipaments-del-districte
269,"La Rambla del Carmel, d'un eix viàri a un eix cívic!","El Carmel és un barri molt densament poblat i la Rambla del Carmel, amb la seva configuració actual (eminentment viària) no dóna resposta a la necessitat dels veïns i veïnes d'espais cívics d'estada.",05/03/2016,"Carrer dels Agudells, 37-45, Barcelona, Espanya",Horta - Guinardó,Transició ecològica,Medi ambient i espai públic,35,4,14,https://decidim.barcelona/meetings/la-rambla-del-carmel-d-un-eix-viari-a-un-eix-civic
270,Com convivim amb les mascotes a l'espai públic?,,15/03/2016,"Carrer de les Camèlies, 76-80, Barcelona, Espanya",Horta - Guinardó,Transició ecològica,Medi ambient i espai públic,18,6,54,https://decidim.barcelona/meetings/espais-per-a-gossos
271,Envelliment actiu,,06/04/2016,"Plaza Salvador Riera, 2, 08041 Barcelona, Barcelona, Espanya",Horta - Guinardó,Bon viure,Cicles de vida ,11,4,21,https://decidim.barcelona/meetings/envelliment-actiu-272f0533-3f83-4c48-8276-9d499d430b5d
272,Usos de la plaça Botticelli,"Arrel de la protesta veïnal, es va salvar la plaça Botticelli. Malgrat tot, cal seguir treballant conjuntament, veïnat i Ajuntament, per definir els usos de la plaça que volem i els arranjaments necessaris.",03/03/2016,"Avinguda del Cardenal Vidal i Barraquer, 45, Barcelona, Espanya",Horta - Guinardó,Transició ecològica,Urbanisme per als barris,40,11,5,https://decidim.barcelona/meetings/usos-de-la-placa-botticelli
316,El soroll a Ciutat Vella,Com garantim el dret al descans?,16/03/2016,"Carrer de Montalegre, 5, 08001 Barcelona, Barcelona, Espanya",Ciutat Vella,Bon viure,Convivència i seguretat,34,12,36,https://decidim.barcelona/meetings/el-soroll-a-ciutat-vella
279,Promoció de la Bicicleta,Debat amb els membres del Pacte per la Mobilitat monogràfic sobre la promoció de la bicicleta a la ciutat de Barcelona. El debat s’emmarca en les reunions habituals de desenvolupament del Grup de la Bicicleta del Pacte per la Mobilitat de Barcelona.,22/02/2016,"Avinguda Diagonal, 240, Barcelona, Espanya",,Transició ecològica,Mobilitat sostenible,22,0,31,https://decidim.barcelona/meetings/promocio-de-la-bicicleta
282,Pacte per la Mobilitat - sessió de treball PAM,Debat amb els membres del Pacte per una Mobilitat sobre el contingut del PAM.,18/02/2016,"Avinguda Diagonal, 240, Barcelona, Espanya",,Transició ecològica,Mobilitat sostenible,43,21,43,https://decidim.barcelona/meetings/pacte-per-la-mobilitat-sessio-de-treball-pam
283,"Consell Municipal Convivència, Defensa i Protecció dels Animals - 2a Sessió de treball PAM","Primera part del debat amb els membres del Consell Municipal Convivència, Defensa i Protecció dels Animals sobre el contingut del PAM",16/03/2016,"Torrent de l'Olla, 218, Barcelona, Espanya",,Transició ecològica,Verd urbà i biodiversitat ,12,5,20,https://decidim.barcelona/meetings/consell-municipal-convivencia-defensa-i-proteccio-dels-animals-1a-sessio-de-treball-pam
284,"Consell Municipal Convivència, Defensa i Protecció dels Animals - 1a Sessió de treball PAM","Segona part del debat amb els membres del Consell Municipal Convivència, Defensa i Protecció dels Animals sobre el contingut del PAM",23/02/2016,"Plaça de Sant Miquel, 08002 Barcelona, Barcelona, Espanya",,Transició ecològica,Verd urbà i biodiversitat ,14,7,23,https://decidim.barcelona/meetings/consell-municipal-convivencia-defensa-i-proteccio-dels-animals-2a-sessio-de-treball-pam
285,Consell Ciutadà per la Sostenibilitat i signants compromís - Sessió de treball PAM,Debat amb els membres del Consell Ciutadà per la Sostenibilitat i els signants dels Compromís Ciutadà per la Sostenibilitat sobre el contingut del PAM,17/03/2016,"Carrer Gran de Gràcia, 190, Barcelona, Espanya",,Transició ecològica,Verd urbà i biodiversitat ,33,11,24,https://decidim.barcelona/meetings/consell-ciutada-per-la-sostenibilitat-i-signants-compromis-sessio-de-treball-pam
288,Debats amb treballadors d'Ecologia Urbana i PAM,,03/02/2016,"Av. Diagonal, 240, Barcelona, Espanya",,Transició ecològica,Medi ambient i espai públic,58,5,12,https://decidim.barcelona/meetings/debats-amb-treballadors-d-ecologia-urbana-i-pam
289,Taller-debat del Pla d'Actuació Municipal (PAM),"El consell de Ciutat i el Consell Municipal d'Entitats de Barcelona (CMEB) debaten sobre les propostes  i el seguiment  del procés participatiu del Pla d'Actuació Municipal (PAM)
",01/03/2016,"Passeig de Sant Joan, 108, Barcelona, Espanya",,Bon govern,Participació ciutadana,22,12,74,https://decidim.barcelona/meetings/taller-debat-del-pla-d-actuacio-municipal-pam-9739c919-b286-49fe-a443-63c3d0616097
290,La gent gran a Ciutat Vella,Fem propostes per a un envelliment actiu i participatiu,23/02/2016,"Carrer de la Reina Amàlia, 31, 08001 Barcelona, Barcelona, Espanya",Ciutat Vella,Bon viure,Cicles de vida ,30,11,16,https://decidim.barcelona/meetings/la-gent-gran-a-ciutat-vella
291,La gent gran a Ciutat Vella,Fem propostes per a un envelliment actiu i participatiu,25/02/2016,"Plaça de les Caramelles, 3, 08001 Barcelona, Barcelona, Espanya",Ciutat Vella,Bon viure,Cicles de vida ,42,11,42,https://decidim.barcelona/meetings/la-gent-gran-a-ciutat-vella-620a6c8e-7da7-4194-af4d-7d54af8d08fb
292,Consell de Salut de Sarrià - Sant Gervasi,,02/02/2016,"Carrer del Marquès de Santa Ana, Barcelona, Espanya",Sarrià - Sant Gervasi,Bon viure,Sanitat i salut,22,23,,https://decidim.barcelona/meetings/consell-de-salut-de-sarria-sant-gervasi
294,La gent gran a Ciutat Vella,Fem propostes per a un envelliment actiu i participatiu.,01/03/2016,"Carrer del Rec, 21-23, Barcelona, Espanya",Ciutat Vella,Bon viure,Cicles de vida ,40,9,20,https://decidim.barcelona/meetings/la-gent-gran-a-ciutat-vella-4efc2511-4aff-4306-8a4a-5dff45466d6e
295,La gent gran a Ciutat Vella,Fem propostes per a un envelliment actiu i participatiu.,01/03/2016,"Carrer de la Conreria, 1-9, 08003 Barcelona, Barcelona, Espanya",Ciutat Vella,Bon viure,Cicles de vida ,30,11,12,https://decidim.barcelona/meetings/la-gent-gran-a-ciutat-vella-709c6742-82ec-44c2-a7db-38b8152860be
296,La gent gran a Ciutat Vella,Fem propostes per a un envelliment actiu i participatiu.,02/03/2016,"Carrer del Correu Vell, 5, Barcelona, Espanya",Ciutat Vella,Bon viure,Cicles de vida ,20,22,7,https://decidim.barcelona/meetings/la-gent-gran-a-ciutat-vella-2653dd81-24ed-4d63-b9f1-7b4f7637e17c
298,Necessitats i propostes d'habitatge al districte,Debat entorn les principals problemàtiques relacionades amb l'habitatge al districte d'Horta-Guinardó.,30/03/2016,"Carrer del Santuari, 27, 08032 Barcelona, Barcelona, Espanya",Horta - Guinardó,Bon viure,Habitatge,12,17,20,https://decidim.barcelona/meetings/habitatge-a0674ef5-7977-44e7-828c-6ba0f1c0bfd9
302,La proximitat com a motor de desenvolupament econòmic i social,"Èxit escolar, inserció laboral i xarxes comunitàries.",29/02/2016,"Carrer del Carme, 47, Barcelona, Espanya",Ciutat Vella,Bon viure,Educació i coneixement ,10,9,10,https://decidim.barcelona/meetings/la-proximitat-com-a-motor-de-desenvolupament-economic-i-social
303,La gent gran a Ciutat Vella,Fem propostes per a un envelliment actiu,04/03/2016,"Plaça del Bonsuccés, 3, Barcelona, Espanya",Ciutat Vella,Bon viure,Cicles de vida ,30,17,20,https://decidim.barcelona/meetings/la-gent-gran-a-ciutat-vella-0fcaace7-7acc-4807-bb8c-8c2242c9f299
305,El joc a la ciutat. On juguen els nens i les nenes de Ciutat Vella?,"La sessió ha consistit en conèixer quina ciutat volen tenir els infants del barri de la Barceloneta. Entre les propostes que han expressat, hi ha el desig de més espais verds i adaptats per tots els infants i millorar l’oferta de parcs i esplais.  Han participat 17 infants, 12 nenes i 5 nens, tots tenien menys de 12 anys.",05/03/2016,"Plaça del Poeta Boscà, 08003 Barcelona, Barcelona, Espanya",Ciutat Vella,Bon viure,Cultura,17,5,0,https://decidim.barcelona/meetings/el-joc-a-la-ciutat-e960e666-148f-417d-ae10-275c54368fab
307,Impactes del turisme a Ciutat Vella,Desenvolupant el Pla de turisme al districte,11/03/2016,"Plaça del Rei, 08002 Barcelona, Barcelona, Espanya",Ciutat Vella,Economia plural,Turisme sostenible,30,10,20,https://decidim.barcelona/meetings/impactes-del-turisme-a-ciutat-vella
308,"La cultura, motor de Ciutat Vella","Grans equipaments, cultura de base i xarxes socials i veïnals.",04/04/2016,"Carrer de Montcada, 12-14, 08003 Barcelona, Barcelona, Espanya",Ciutat Vella,Bon viure,Cultura,98,21,110,https://decidim.barcelona/meetings/la-cultura-motor-de-ciutat-vella
309,Consell Sectorial Escolar,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019 relatives a l'àmbit escolar,22/02/2016,"Plaça de la Vila de Gràcia, 2, Barcelona, Espanya",Gràcia,Bon viure,Educació i coneixement ,19,10,7,https://decidim.barcelona/meetings/consell-sectorial-escolar
310,Consell Sectorial de Comerç,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019 relatives a l'àmbit de comerç.,24/02/2016,"Plaça de la Vila de Gràcia, 2, 08012 Barcelona, Barcelona, Espanya",Gràcia,Economia plural,Desenvolupament i economia de proximitat,30,8,50,https://decidim.barcelona/meetings/consell-sectorial-de-comerc
312,Mercat de l'Abaceria Central,Espai de debat i d'aportació de propostes del model de mercat i espai d'ús social de l'Abaceria Central.,25/02/2016,"Plaça de la Vila de Gràcia, 2, Barcelona, Espanya",Gràcia,Economia plural,Desenvolupament i economia de proximitat,81,0,81,https://decidim.barcelona/meetings/mercat-de-l-abaceria-central
317,La diversitat funcional i la ciutat,"La necessitat d'interpelar els usuaris, les persones amb diversitat funcional en primera persona",02/03/2016,"Gran Via de les Corts Catalanes, 120-126, Barcelona, Espanya",Sants Montjuïc,Bon viure,Autonomia personal ,20,19,35,https://decidim.barcelona/meetings/la-diversitat-funcional-i-la-ciutat
318,L'esport a Barcelona serà .....L'activitat física i l'esport en la població en edat escolar i juvenil,"Sessió específica amb el professorat d'Educació Física dels Centres Educatius de Barcelona.
Es treballarà la educació física curricular i els centres educatius i les opcions d'activitat física fora de l'horari lectiu",14/03/2016,"Pl. Espanya, Barcelona, Espanya",,Bon viure,Esports,31,21,68,https://decidim.barcelona/meetings/l-esport-a-barcelona-sera-l-activitat-fisica-i-l-esport-en-la-poblacio-en-edat-escolar-i-juvenil
319,L'esport a Barcelona serà... La promoció de la pràctica esportiva ciutadana,"Debat amb ciutadans usuaris d'instal·lacions esportives, sobre la promoció de la pràctica esportiva: beneficis, expectatives, oferta d'activitats...",30/03/2016,"Carrer de Muntadas, 08014 Barcelona, Barcelona, Espanya",,Bon viure,Esports,19,32,19,https://decidim.barcelona/meetings/l-esport-a-barcelona-sera-la-promocio-de-la-practica-esportiva-ciutadana
320,Les condicions de l'habitatge a ciutat Vella,Contribucions al Pla d'habitatge del districte,06/04/2016,"Carrer del Comerç, 36, Barcelona, Espanya",Ciutat Vella,Bon viure,Habitatge,20,15,50,https://decidim.barcelona/meetings/les-condicions-de-l-habitatge-a-ciutat-vella
321,L'esport a Barcelona serà... La promoció de la pràctica esportiva ciutadana,"Debat amb ciutadans usuaris de les instal·lacions esportives sobre la promoció de la  pràctica esportiva: beneficis, espectatives, oferta d'activitats... ",05/04/2016,"Carrer de Ramiro de Maeztu, 23, 08024 Barcelona, Barcelona, Espanya",,Bon viure,Esports,21,29,24,https://decidim.barcelona/meetings/l-esport-a-barcelona-sera-la-promocio-de-la-practica-esportiva-ciutadana-9d01d79b-fd0d-4762-a421-404781014fd0
322,"Economies col·laboratives procomuns: polítiques, tecnologies i ciutat per a les persones","Obrir el debat sobre quin model  a impulsar des de les administracions (procomú, local, cooperativista versus corporatiu, deslocalitzat, privatiu)generant un manifest/carta de recomanacions polítiques a proposar al PAM de l'Ajuntmanet i per la consulta que està portant a terme la Comissió Europea",11/03/2016,"Barcelona Activa, Carrer Llacuna, 162 -164, 08018 Barcelona, Barcelona, Espanya",,Economia plural,"Economia cooperativa, social i solidària",13,68,39,https://decidim.barcelona/meetings/economies-col-laboratives-procomuns-politiques-tecnologies-i-ciutat-per-a-les-persones
326,Superilles Horta,,31/03/2016,"Carrer de Feliu i Codina, 20, 08031 Barcelona, Barcelona, Espanya",Horta - Guinardó,Transició ecològica,Urbanisme per als barris,20,7,11,https://decidim.barcelona/meetings/superilles-horta
327,Barri de la Font del Gos,,04/04/2016,"Camí de Cal Notari, 08035 Barcelona, Barcelona, Espanya",Horta - Guinardó,Transició ecològica,Urbanisme per als barris,30,8,2,https://decidim.barcelona/meetings/barri-de-la-font-del-gos
328,Jornada de ciutat sobre Allotjaments Turístics,Debat PAM sobre els allotjaments turístics de la ciutat de Barcelona en el marc de l'elaboració del Pla Especial Urbanístic d'Allotjaments Turístics (PEUAT),01/03/2016,"Espai Josep Bota.-Fabra i Coats. Carrer de Sant Adrià, 18, 08030 Barcelona, Barcelona, España",,Economia plural,Turisme sostenible,,17,,https://decidim.barcelona/meetings/jornada-de-ciutat-sobre-allotjaments-turistics
330,Consell de Barri El Coll,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019  al barri del Coll.,29/02/2016,"Carrer de l'Aldea, 15, 08023 Barcelona, Barcelona, Espanya",Gràcia,Transició ecològica,Medi ambient i espai públic,47,7,94,https://decidim.barcelona/meetings/consell-de-barri-el-coll
331,Consell Sectorial de Cultura,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019 relatives a l'àmbit cultura.,01/03/2016,"Plaça de la Vila de Gràcia, 2, Barcelona, Espanya",Gràcia,Bon viure,Cultura,37,10,,https://decidim.barcelona/meetings/consell-sectorial-de-cultura
